title,release_date,popularity,vote_average,runtime,genres,on_netflix
Bloodsucking Bastards,2015-09-04,2.730363,5.6,84.0,"Comedy, Horror",False
KillerSaurus,2015-09-06,0.060371,5.0,75.0,"Horror, Science Fiction",False
Blood Moon,2014-08-25,0.591218,5.6,90.0,"Western, Horror",False
Hamtaro: The Captive Princess,2002-12-14,0.005102,0.0,55.0,"Fantasy, Adventure, Animation, Family",False
Hot Wheels Acceleracers: Ignition,2005-01-08,1.914671,7.7,60.0,"Science Fiction, Family, Animation",False
Pokémon the Movie: Kyurem vs. the Sword of Justice,2012-07-13,2.162495,5.5,71.0,Animation,False
Pokémon: Zoroark: Master of Illusions,2010-07-10,3.686067,6.4,96.0,"Adventure, Animation, Family",False
...ing,2003-11-28,0.630596,6.6,104.0,"Drama, Romance",False
Meru,2015-01-25,3.457153,7.4,89.0,"Adventure, Documentary",False
Lost in the Stars,1974-04-08,0.298147,5.0,97.0,,False
6 Years,2015-08-18,4.075159,5.5,84.0,"Romance, Drama",True
To Save A Life,2009-11-05,1.452356,6.2,120.0,Drama,False
Pod,2015-03-16,2.202593,3.9,76.0,"Thriller, Horror, Mystery",False
Contracted: Phase II,2015-07-05,2.478457,5.3,78.0,"Drama, Horror, Thriller",False
A Little Thing Called Love,2010-08-12,1.910328,7.5,118.0,"Comedy, Romance",False
Lost After Dark,2014-09-19,2.173072,4.7,85.0,Horror,False
For Elise,2013-09-20,1.322456,4.8,75.0,"Horror, Mystery",False
White Settlers,2014-09-05,1.827629,4.6,83.0,"Mystery, Thriller, Horror",False
Xenia,2014-06-02,2.916799,5.5,123.0,Drama,False
Pokémon the Movie: Diancie and the Cocoon of Destruction,2014-07-19,3.662458,5.6,76.0,Animation,False
Pokémon the Movie: Hoopa and the Clash of Ages,2015-07-18,3.176182,6.2,73.0,"Adventure, Animation, Action",False
Felicidades,2000-09-07,0.053278,5.0,100.0,"Comedy, Foreign",False
Snowglobe,2007-12-15,0.755834,6.3,120.0,"Family, Fantasy, Science Fiction, TV Movie",False
Varsity Blood,2014-08-19,0.310607,3.7,86.0,Horror,False
Doomed,2007-01-06,0.074804,1.5,76.0,Horror,False
Mrs. Miracle,2009-12-05,1.418224,5.2,90.0,"Comedy, Fantasy, Romance, TV Movie",False
A Little Bit Zombie,2012-02-03,1.623545,5.4,87.0,"Science Fiction, Comedy, Horror",False
Santa Baby 2,2009-12-13,1.057133,4.5,90.0,"Comedy, TV Movie",False
The Coed and the Zombie Stoner,2014-04-18,1.904582,3.4,91.0,"Horror, Comedy",False
The Midwife,2015-09-04,0.823852,6.1,119.0,"Drama, War, Romance",False
Lasting,2013-01-08,0.953437,6.3,89.0,"Foreign, Drama, Romance",False
Saving Christmas,2014-11-14,1.231644,1.7,80.0,"Comedy, Family",False
The Possessed,1965-07-01,1.023733,6.6,95.0,"Mystery, Crime, Drama",False
Pride and Vengeance,1967-12-22,0.956631,6.3,100.0,"Action, Drama, Romance, Western",False
"Young, Violent, Dangerous",1976-01-01,0.035211,6.0,100.0,"Thriller, Crime, Drama",False
City Under Siege,1974-10-23,0.411404,0.0,0.0,"Thriller, Crime",False
The Double,1971-01-01,0.081011,4.3,88.0,"Thriller, Mystery",False
"10,000 Dollars for a Massacre",1967-03-03,1.757598,6.3,100.0,Western,False
Oscar,1967-10-10,4.51157,7.4,85.0,Comedy,False
Johnny Yuma,1966-08-11,0.076034,8.0,100.0,"Action, Drama, Western",False
La sedia della felicità,2013-11-24,2.507551,5.6,89.0,Comedy,False
Zid,2014-11-28,0.195677,7.5,128.0,"Thriller, Romance",False
The Transporter Refueled,2015-09-03,11.007319,5.3,96.0,"Thriller, Action, Crime",False
Stan,2006-06-06,0.398725,4.0,59.0,"TV Movie, Documentary",False
Redemption,2013-10-11,0.090273,10.0,26.0,History,True
Artists Under the Big Top: Perplexed,1968-08-29,0.425403,6.7,103.0,Drama,False
The Inextinguishable Fire,1969-07-26,0.142761,6.6,25.0,Documentary,False
Adrienn Pál,2011-03-17,0.371893,2.5,136.0,Drama,False
The Fossil,1975-10-04,0.037234,5.0,200.0,,False
The Left Hand of the Law,1975-09-03,0.201565,6.0,101.0,Crime,False
Too Much Johnson,1938-05-11,0.969562,6.5,66.0,Comedy,False
The Key to Reserva (La clave Reserva),2007-12-14,6.053682,7.6,9.0,"Crime, Thriller",False
Picasso and Braque Go to the Movies,2008-09-07,0.330366,4.0,62.0,Documentary,False
Iron Man & Hulk: Heroes United,2013-12-03,4.704713,5.4,71.0,"Action, Adventure, Animation",False
The Lorax,1972-02-14,1.689215,7.8,25.0,"Animation, Family, TV Movie",False
The Grinch Grinches the Cat in the Hat,1982-05-20,0.123535,9.0,25.0,"Animation, Family",False
The Infernal Cakewalk,1903-06-12,0.343031,6.2,5.0,"Fantasy, Comedy",False
La Vérité si je Mens ! 3,2012-01-31,3.81584,5.3,120.0,Comedy,False
Would I Lie to You? 2,2001-02-07,4.052991,6.4,105.0,Comedy,False
Tiger Orange,2014-07-26,0.459083,6.4,75.0,Drama,False
Jenny's Wedding,2015-07-31,4.886524,5.3,94.0,"Comedy, Drama",False
Bound to Vengeance,2015-06-26,4.393241,5.6,80.0,"Thriller, Horror",False
Knock Knock,2015-06-26,11.898793,4.9,99.0,"Drama, Thriller",True
Perfect Proposal,2015-06-04,1.053136,7.6,110.0,"Romance, Crime, Thriller",False
The Surface,2014-10-09,0.834443,4.2,86.0,"Thriller, Drama",False
The Conquest of Everest,1953-12-09,0.14958,7.3,78.0,"Documentary, Drama, History",False
The Nightmare,2015-06-05,4.601867,5.6,90.0,"Horror, Documentary",False
Welcome to Leith,2015-09-09,2.072847,6.4,85.0,"Thriller, Crime, Documentary",False
Fallen,2006-07-23,5.376538,6.4,84.0,"TV Movie, Drama, Fantasy",True
The Crossing,2014-12-02,1.321766,5.3,129.0,Drama,False
In the Darkness of the Night,2004-10-21,0.428643,6.3,94.0,"Crime, Drama",False
Blood Thirst,1971-05-14,0.081694,4.5,74.0,Horror,False
Alice in Wonderland,1915-01-15,0.140291,5.5,52.0,"Family, Fantasy",False
Krampus: The Christmas Devil,2013-08-17,0.960142,2.6,83.0,Horror,False
Unabomber: The True Story,1996-09-11,0.41938,6.0,97.0,"TV Movie, Crime, Drama, History",False
Parasite Dolls,2003-05-22,0.737868,4.3,85.0,"Action, Animation, Science Fiction, Thriller",False
"Rabbit, Run",1970-10-01,0.023569,4.0,90.0,Drama,False
Age of Cannibals,2014-02-10,1.555531,7.4,93.0,Drama,False
"Aballay, the Man without Fear",2010-11-19,0.11542,4.0,100.0,"Drama, Western",False
Man Down,2016-12-02,13.95291,6.3,92.0,"Drama, Thriller",False
The Prophet,2014-09-06,3.996894,7.2,85.0,Animation,False
The Blue Planet,2001-09-12,3.453657,8.1,400.0,Documentary,False
Banksy Does New York,2014-11-17,1.729753,6.9,79.0,Documentary,False
Convict's Code,1939-01-18,0.063206,0.0,62.0,"Crime, Drama",False
Dreaming of Space,2005-06-23,0.570293,5.7,90.0,Drama,False
"Something, Anything",2015-01-09,0.382781,8.0,88.0,"Romance, Drama",False
The Missing Corpse,1945-06-01,0.149416,3.0,62.0,,False
Hitler,1962-03-21,0.986304,3.5,107.0,"History, War",False
The Negro Soldier,1944-04-10,0.520835,6.0,43.0,"Documentary, Drama, War",True
Christmas Cupid,2010-12-12,6.622907,5.0,85.0,"TV Movie, Fantasy, Comedy, Romance, Family",False
Vamp U,2013-02-27,7.057051,4.7,100.0,"Action, Comedy, Horror",False
Mischief Night,2014-05-20,0.824619,5.0,88.0,Horror,False
Unlucky Charms,2013-06-05,0.98718,2.8,70.0,"Horror, Fantasy",False
The Lottery,1996-09-29,0.634148,3.5,100.0,"TV Movie, Drama",False
Return to Halloweentown,2006-10-20,3.444536,5.7,88.0,"Adventure, Comedy, Family, Fantasy, TV Movie",False
The Payoff,1942-11-24,0.532798,6.5,74.0,"Action, Thriller, Crime, Mystery",False
Wish You Well,2013-10-19,1.634835,6.9,100.0,"Family, Drama",False
All That I Am,2013-03-10,0.638862,5.0,82.0,Drama,False
Sukeban Deka The Movie,1987-02-14,0.050485,0.0,93.0,"Thriller, Action, Crime",False
"Knock Knock, It's Tig Notaro",2015-03-16,0.162188,6.7,76.0,"Comedy, Documentary",False
Not My Life,2006-09-03,0.713935,3.5,120.0,Thriller,False
The Bridge,1999-04-06,0.639626,5.0,0.0,"Romance, Drama",True
Flash,1997-12-21,1.197974,6.2,90.0,"Family, Drama",False
"What Next, Corporal Hargrove?",1945-11-21,0.741699,0.0,95.0,"Comedy, War",False
Wolfy,2009-10-01,0.301323,7.0,88.0,Drama,False
Silenced,2011-09-22,4.385574,8.0,125.0,Drama,False
Small Town Folk,2007-01-01,0.55401,2.9,90.0,Horror,False
Snow 2: Brain Freeze,2008-08-08,0.580174,4.4,86.0,"Family, TV Movie, Comedy",False
Devil's Den,2006-10-22,1.059665,4.8,84.0,"Action, Horror, Thriller",False
Female on the Beach,1955-08-19,0.627368,5.3,97.0,"Drama, Crime, Thriller, Romance, Mystery",False
The Pumpkin Karver,2006-10-31,0.72015,3.2,90.0,"Comedy, Horror",False
Cornered!,2008-01-01,0.95451,4.1,86.0,"Comedy, Horror",False
Killer Party,1986-05-09,0.673757,5.0,91.0,"Comedy, Horror",False
Jersey Shore Massacre,2014-08-22,2.466441,3.4,88.0,"Horror, Comedy",False
Rise of the Animals,2012-05-01,0.204438,2.8,70.0,"Comedy, Horror, Adventure",False
Twitches Too,2007-10-12,2.574399,5.5,83.0,"Drama, Family, Fantasy, TV Movie",False
The House of Usher,2007-09-11,0.11689,5.0,80.0,"Drama, Horror, Thriller",False
The Beauty Inside,2015-08-20,2.978534,8.1,127.0,"Fantasy, Romance",False
Life,2015-07-24,11.256619,5.9,112.0,Drama,False
Children of God: Lost and Found,2007-01-01,0.038824,6.0,0.0,,False
Pourquoi Israël,1973-10-01,0.14729,10.0,185.0,Documentary,False
Daddy or Mommy,2015-02-04,8.307255,6.1,85.0,Comedy,False
Demolition,2016-04-06,6.925667,6.6,101.0,"Comedy, Drama",False
Listening,2015-09-11,1.957695,5.5,100.0,"Drama, Thriller, Science Fiction",False
12 Rounds 3: Lockdown,2015-09-11,3.777312,4.6,90.0,"Action, Thriller",False
Beyond Darkness,1990-01-01,0.198093,6.0,95.0,"Horror, Thriller",False
Eden Lodge,2015-08-24,0.571042,3.7,80.0,"Thriller, Horror",False
Our Man in Tehran,2013-09-20,0.555367,6.5,85.0,Documentary,False
Robert the Doll,2015-08-24,2.010895,2.6,90.0,Horror,False
Frau Müller muss weg!,2015-01-15,2.14431,5.9,0.0,Comedy,False
Romeos,2011-12-08,0.959662,6.7,94.0,Drama,False
Gun Hill Road,2011-08-05,0.379004,5.3,86.0,Drama,False
Middle Sexes: Redefining He and She,2005-04-30,0.013087,0.0,54.0,Documentary,False
American Poltergeist,2015-05-29,1.370522,2.6,77.0,Thriller,False
The Cutting Room,2015-06-01,0.273861,4.2,76.0,Horror,False
Asylum of Satan,1972-01-01,0.000347,0.0,80.0,Horror,False
Three on a Meathook,1973-01-01,0.04586,4.0,80.0,Horror,False
The Zebra Killer,1974-07-01,0.065427,0.0,92.0,"Action, Crime",False
Listen to Me Marlon,2015-07-29,2.554756,7.1,103.0,Documentary,False
Crab Trap,2010-03-12,0.21794,6.5,95.0,Drama,False
Naked You Die,1968-02-20,1.483254,5.4,94.0,"Mystery, Foreign",False
Proteus,1995-01-01,0.278796,4.4,97.0,"Thriller, Horror, Science Fiction",False
Maléfique,2002-11-09,2.24948,6.1,90.0,"Fantasy, Horror, Mystery",False
Stars 80,2012-10-24,2.370243,5.8,110.0,Comedy,False
Act of Violence,2008-01-16,0.050808,8.0,96.0,"Drama, Thriller",False
Beaumarchais the Scoundrel,1996-03-20,0.398703,6.6,0.0,"Adventure, History, Romance",False
The Snow Devils,1967-01-18,0.502126,2.8,90.0,Science Fiction,False
Lightning Bolt,1967-01-01,0.00119,0.0,90.0,"Action, Thriller",False
Killers Are Challenged,1966-02-24,0.148554,4.0,84.0,Adventure,False
The Long Hair of Death,1964-12-30,0.157906,6.5,96.0,Horror,False
Devil of the Desert Against the Son of Hercules,1964-06-27,0.220672,3.0,114.0,"Action, Adventure, Fantasy",False
Battle of the Worlds,1961-03-01,1.306155,5.4,84.0,"Science Fiction, Thriller",False
Assignment: Outer Space,1960-08-25,0.177727,3.2,73.0,Science Fiction,False
Virtual Weapon,1997-08-25,0.445127,5.0,90.0,"Crime, Comedy",False
Alien from the Deep,1989-10-15,0.178094,3.3,90.0,"Science Fiction, Horror",False
Commando Leopard,1985-10-24,1.026428,6.6,103.0,"Action, War",False
The Hunters of the Golden Cobra,1982-08-11,0.00022,5.9,95.0,"Crime, Adventure, Action, War",False
Invasion of the Flesh Hunters,1980-08-04,1.107117,5.7,96.0,"Horror, Thriller",False
Killer Fish,1979-12-07,1.266801,5.6,95.0,"Adventure, Horror",False
Death Rage,1976-10-22,0.098059,0.0,98.0,"Crime, Thriller, Action",False
Seven Dead in the Cat's Eye,1973-04-12,1.484046,6.4,95.0,"Crime, Horror, Mystery, Thriller",False
And God Said to Cain,1970-02-05,0.753915,5.1,93.0,"Thriller, Mystery, Western, Action",False
Vengeance,1968-04-19,0.003196,0.0,81.0,Western,False
Pelican Dreams,2014-11-07,0.274778,8.0,80.0,Documentary,False
Hal,2013-06-08,2.097211,7.0,60.0,"Animation, Romance",False
Snowden’s Great Escape,2015-01-12,0.712004,8.7,58.0,Documentary,False
Fool Circle,2014-06-04,1.160712,5.7,90.0,"Drama, Comedy",False
Magallanes,2015-08-20,0.398179,9.0,109.0,Drama,False
The Keeping Room,2014-09-25,5.654989,5.2,95.0,"Drama, Western",False
Cigarette Burns,2005-12-16,1.59474,7.5,59.0,"Thriller, Horror",False
We Are the Freaks,2014-04-25,1.0285,6.1,72.0,Comedy,False
Our Brand Is Crisis,2015-09-11,12.158176,5.8,108.0,"Comedy, Drama",False
Attack on Titan II: End of the World,2015-09-01,4.300416,4.8,87.0,"Horror, Science Fiction, Action, Fantasy, Drama",False
Big Sky,2015-08-14,1.431897,4.0,95.0,"Thriller, Drama",False
L'odore della notte,1998-01-01,0.326061,6.4,95.0,Drama,False
Agneepath,2012-01-25,2.589507,6.3,174.0,"Action, Crime, Drama",True
Cocktail,2012-07-13,7.950488,6.2,144.0,"Romance, Drama, Comedy",False
The Assassin,2015-08-27,6.294815,6.6,105.0,"Action, Drama, History",False
The Gamechangers,2015-09-15,1.222142,6.7,90.0,"Drama, TV Movie",False
White Cannibal Queen,1980-09-15,0.725614,4.9,90.0,"Drama, Horror",False
Hercules in the Haunted World,1961-11-16,0.857972,6.3,91.0,"Adventure, Fantasy, Horror",False
High-Rise,2015-11-22,18.947206,5.3,119.0,Drama,False
The Night Before,2015-11-20,10.516094,6.1,101.0,Comedy,False
Into the Forest,2016-06-03,7.54965,5.6,101.0,"Drama, Science Fiction",True
Time Out of Mind,2014-09-07,4.248105,5.6,120.0,Drama,False
Winter Meeting,1948-04-07,0.006296,0.0,104.0,"Drama, Romance",False
The Princess of France,2014-08-07,0.099722,4.0,70.0,Comedy,False
Villegas,2012-11-07,0.088779,5.0,99.0,Foreign,False
First Spaceship on Venus,1960-02-26,1.952221,4.3,79.0,"Science Fiction, Drama, Mystery",False
Chain of Command,2015-08-30,1.97894,5.3,88.0,"Thriller, Adventure, Action",False
A Perfect Man,2015-03-18,7.500331,7.0,103.0,"Drama, Thriller",True
The Editor,2014-09-11,1.716268,6.3,95.0,"Mystery, Horror, Comedy",False
On Broadway,2007-04-25,0.249291,0.0,98.0,Drama,False
Everest,2015-09-10,10.758754,6.7,121.0,"Adventure, Drama",False
Puella Magi Madoka Magica the Movie Part III: Rebellion,2013-10-26,5.327787,7.3,116.0,"Mystery, Animation, Fantasy",False
Puella Magi Madoka Magica the Movie Part II: Eternal,2012-10-13,2.796424,8.0,109.0,"Thriller, Animation, Fantasy",False
Sukeban Deka the Movie 2: Counter-Attack from the Kazama Sisters,1988-02-11,2.1e-05,0.0,98.0,"Thriller, Action, Crime",False
The Brand New Testament,2015-09-02,6.488451,6.4,105.0,"Comedy, Fantasy",False
You Carry Me,2015-05-25,0.198948,5.0,155.0,Drama,True
Cut Snake,2015-09-24,1.659599,6.4,94.0,Thriller,False
The First Olympics: Athens 1896,1984-05-20,0.004425,9.0,237.0,Drama,False
Last House in Istanbul,1974-01-01,0.001113,0.0,77.0,,False
Mean Frank and Crazy Tony,1973-11-23,0.357917,0.0,85.0,"Crime, Comedy",False
Red Amnesia,2014-08-30,0.488603,6.6,116.0,Thriller,False
City Beneath the Sea,1971-01-25,0.498753,5.0,98.0,"Action, Science Fiction",False
Kebab Connection,2004-04-21,6.624603,6.6,96.0,"Action, Comedy, Romance",False
Buddenbrooks,2008-12-25,1.246082,6.1,151.0,Drama,False
Keine Lieder über Liebe,2005-10-26,0.897484,8.0,98.0,"Music, Drama, Romance",False
Hilde,2009-03-11,0.449798,6.2,137.0,Drama,False
Monster Hunt,2015-07-16,5.361771,5.7,111.0,"Action, Comedy, Fantasy",False
Wild City,2015-07-25,0.439886,5.6,102.0,"Thriller, Action, Crime",False
The Rolling Stones: Cocksucker Blues,1972-01-01,0.725557,6.0,93.0,"Documentary, Music",False
Spotlight,2015-11-06,14.63239,7.8,128.0,"Drama, Thriller, History",True
Viva,2015-11-08,1.709199,7.4,100.0,Drama,False
Son of Saul,2015-06-11,6.403937,7.1,107.0,"War, Drama, Thriller",False
Diane,1975-07-09,0.000344,0.0,97.0,,False
Funny Farm,1975-02-27,0.0002,0.0,93.0,Drama,False
Burden of Evil,2012-04-22,0.654759,3.0,91.0,Thriller,False
Intruders,2016-01-15,5.428567,5.7,90.0,"Drama, Thriller, Horror",False
Rabid Dogs,2015-09-30,2.645913,5.6,100.0,"Action, Drama, Thriller",False
Pawn Sacrifice,2015-09-16,7.399209,6.7,115.0,"Thriller, Drama",False
Hardcore Henry,2015-09-12,14.544852,6.2,97.0,"Action, Adventure, Science Fiction",True
Mega Snake,2007-07-28,0.802397,3.8,90.0,Horror,False
Hunter × Hunter: Phantom Rouge,2013-01-12,5.961421,6.7,97.0,"Animation, Adventure",False
"Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema",2014-08-13,0.254341,5.5,96.0,Documentary,False
Il castello,2011-02-26,0.41453,6.3,0.0,,False
Hunter × Hunter: The Last Mission,2013-12-27,1.771411,5.8,97.0,"Adventure, Animation, Action",False
08/15,1954-09-30,0.628127,5.9,95.0,"War, Drama",False
Carmen,1915-10-31,0.224472,6.3,59.0,Drama,False
Hanna's Journey,2014-01-23,1.084761,5.5,100.0,"Romance, Comedy",False
Bon appétit,2010-11-12,0.965179,5.3,91.0,Romance,False
"Killing Is My Business, Honey",2009-02-26,5.050627,6.8,109.0,"Comedy, Crime",False
Call Girl of Cthulhu,2014-05-08,1.340703,5.9,92.0,"Comedy, Horror",False
Roger Waters: The Wall,2014-09-29,3.343723,7.7,133.0,Music,False
Burnt,2015-10-02,8.066726,6.3,100.0,Drama,False
Queen of the Desert,2015-09-03,5.01561,6.1,128.0,"Drama, History",True
Visions,2015-08-28,5.4314,5.2,80.0,"Thriller, Horror",False
Nobody from Nowhere,2014-11-19,3.836441,6.5,118.0,"Thriller, Drama",False
Heneral Luna,2015-09-09,1.135678,8.0,118.0,"Comedy, Action, Drama, History, War",True
Vem älskar Yngve Frej?,1973-01-05,0.000844,8.0,104.0,,False
Ryuzo and the Seven Henchmen,2015-04-25,0.823797,6.8,111.0,"Comedy, Action",False
The Saint of Gamblers,1995-06-28,0.08472,3.5,98.0,"Action, Comedy, Foreign",False
Der Clown - Tag der Vergeltung,2005-01-01,1.225917,4.7,104.0,"Action, Crime, Thriller",False
Mary of Nazareth,1995-03-29,0.001209,0.0,0.0,,False
If I Were a Rich Man,2002-11-27,1.592771,5.5,105.0,Comedy,False
Fair Play,2006-09-06,1.12325,5.4,103.0,Thriller,False
The Ceremony,2014-11-08,0.621568,7.0,75.0,Documentary,False
A Stranger of Mine,2005-07-16,1.955782,6.9,98.0,"Comedy, Crime, Drama",False
Miss Hokusai,2015-05-09,2.915588,6.5,90.0,"Animation, Drama, History",True
Being Canadian,2015-09-18,5.010009,5.3,89.0,"Comedy, Documentary",False
Dor,2006-09-22,0.585421,6.8,124.0,"Drama, Foreign",False
Life Is Ruff,2005-01-13,1.473947,4.5,84.0,"TV Movie, Comedy, Family",False
Cow Belles,2006-03-24,3.760464,4.9,90.0,"TV Movie, Comedy, Family, Romance",False
Genius,1999-08-29,0.364562,4.6,82.0,"Family, Comedy, Drama",True
Teen Lust,2014-09-04,2.126283,4.4,80.0,Comedy,False
Scanner Cop,1994-07-27,0.500389,5.5,95.0,"Science Fiction, Horror",False
The Timber,2015-02-27,2.395158,4.1,81.0,"Adventure, Drama, Western",False
Sriracha,2013-11-29,0.387837,7.1,30.0,Documentary,False
The Willies,1990-12-27,1.625023,4.2,92.0,"Horror, Comedy",False
Evil Things,2009-06-17,0.818556,4.1,86.0,Horror,False
Last Shift,2014-10-25,5.347371,5.7,88.0,"Horror, Thriller",False
The Immortal Voyage of Captain Drake,2009-01-17,1.013848,4.4,0.0,"Adventure, Fantasy",False
Fuck You Goethe 2,2015-09-10,9.221178,6.6,115.0,Comedy,False
Pay the Ghost,2015-09-16,7.935683,5.1,94.0,"Horror, Thriller",False
A Million,2009-08-06,0.495593,7.5,114.0,Thriller,False
A Song of Lisbon,1933-11-07,1.050862,8.0,85.0,Comedy,False
Un mundo cuadrado,2012-10-19,0.495184,6.0,92.0,,False
Catch Me Daddy,2015-02-27,1.533354,6.0,112.0,Thriller,False
The Furthest End Awaits,2014-09-29,0.164005,5.2,118.0,Drama,False
Flying Colors,2015-05-01,1.892599,7.4,117.0,"Comedy, Drama",False
"Davy Crockett, Indian Scout",1950-01-06,0.601034,1.0,71.0,"Western, Action",False
Infinite,2012-08-25,0.009412,0.0,20.0,"Science Fiction, Drama",False
The Brave Little Toaster to the Rescue,1997-11-01,2.799264,6.8,74.0,"Animation, Comedy, Family, Fantasy",False
Macropolis,2012-07-05,0.025827,0.0,8.0,Animation,False
Oh Willy...,2013-04-03,0.485658,6.4,17.0,"Animation, Adventure, Drama",False
The Legend of Seven Cutter,2006-03-30,0.90546,5.7,100.0,"Action, Comedy",False
Angry Harvest,1986-01-09,0.451351,8.0,101.0,"Drama, Foreign, Romance",False
Naked Under the Moon,1999-09-08,0.298992,8.3,127.0,"Foreign, Romance, Drama",False
Thunderbolt,1929-06-20,0.479627,4.5,85.0,Drama,True
A Date with the Falcon,1942-01-16,0.280027,7.0,63.0,"Crime, Mystery",False
Acolytes,2008-09-20,2.146064,5.5,91.0,"Crime, Mystery, Thriller, Horror",False
Any And Every Which Way,2010-02-27,0.158873,4.5,75.0,"Comedy, Romance, Foreign",False
Babes in Toyland,1997-01-01,0.197168,4.8,74.0,"Animation, Family",False
Black River,2001-07-06,0.607155,5.6,86.0,"Science Fiction, Thriller",False
Varg Veum - Black Sheep,2011-01-21,2.111151,6.1,83.0,"Action, Thriller, Crime",False
Seashore,2015-06-21,1.544971,6.9,83.0,Drama,False
Lootera,2013-04-04,1.296259,6.6,136.0,"Drama, Romance",False
Fire in Babylon,2011-07-22,0.560459,5.2,80.0,"Documentary, Foreign",False
Consolation Marriage,1931-11-21,0.462741,5.0,81.0,"Romance, Drama",False
Dear Mr. Gacy,2010-05-10,2.671647,6.5,103.0,"Crime, Drama, Thriller",False
Death Machines,1976-09-14,0.002841,5.6,93.0,Action,False
Drunk Wedding,2015-05-22,0.683918,3.8,81.0,Comedy,False
