title,release_date,popularity,vote_average,runtime,genres,on_netflix
Tales from the Crypt: Demon Knight,1995-01-13,9.455342,6.7,92.0,"Horror, Comedy, Thriller",False
Star Trek: Generations,1994-11-17,8.105708,6.4,118.0,"Science Fiction, Action, Adventure, Thriller",False
Tales from the Hood,1995-05-24,2.86007,5.4,98.0,"Crime, Horror, Thriller",False
Tom & Viv,1994-04-15,0.704204,5.8,115.0,"Drama, Romance",False
Village of the Damned,1995-04-28,6.529879,5.6,99.0,"Thriller, Horror, Science Fiction",False
Tommy Boy,1995-03-31,11.971318,6.8,97.0,Comedy,False
Vanya on 42nd Street,1994-09-13,7.039846,6.1,119.0,"Drama, Romance",False
The Underneath,1995-04-28,2.059771,5.6,99.0,"Thriller, Crime",False
The Walking Dead,1995-02-24,0.620873,6.6,88.0,"Drama, War",False
What's Eating Gilbert Grape,1993-12-17,10.3919,7.5,118.0,"Romance, Drama",True
Virtuosity,1995-08-04,5.188399,5.4,106.0,"Action, Crime, Science Fiction, Thriller",False
While You Were Sleeping,1995-04-21,15.783615,6.5,103.0,"Comedy, Drama, Romance",False
The War,1994-11-04,3.908596,6.3,126.0,Drama,False
Double Happiness,1994-09-07,0.372239,5.5,87.0,"Comedy, Romance",False
Muriel's Wedding,1994-09-29,5.254847,6.9,106.0,"Drama, Comedy, Romance",False
The Baby-Sitters Club,1995-08-18,2.15805,5.3,94.0,"Comedy, Drama, Family",False
Ace Ventura: Pet Detective,1994-02-04,11.247957,6.4,86.0,"Comedy, Mystery",False
"The Adventures of Priscilla, Queen of the Desert",1994-05-31,8.328596,7.2,104.0,"Drama, Comedy",False
Backbeat,1994-04-01,2.487951,6.2,100.0,"Drama, Music",False
Bitter Moon,1992-09-02,11.298195,7.0,139.0,"Thriller, Drama, Romance",False
Bullets Over Broadway,1994-10-14,5.72288,7.0,98.0,"Action, Comedy, Thriller",False
Clear and Present Danger,1994-08-03,7.513245,6.4,141.0,"Action, Drama, Thriller",True
The Client,1994-07-20,15.263829,6.4,119.0,"Drama, Thriller, Crime, Mystery",False
"Corrina, Corrina",1994-08-12,6.924689,6.4,115.0,"Comedy, Drama, Family, Romance",False
Crooklyn,1994-05-13,2.533022,6.7,115.0,"Comedy, Drama",False
The Crow,1994-05-11,15.799336,7.3,102.0,"Fantasy, Action, Thriller",True
Cobb,1994-12-02,2.583363,6.1,128.0,Drama,False
The Flintstones,1994-05-26,15.019586,5.0,91.0,"Fantasy, Comedy, Family",True
Forrest Gump,1994-07-06,48.307194,8.2,142.0,"Comedy, Drama, Romance",False
Four Weddings and a Funeral,1994-03-09,8.990345,6.6,117.0,"Comedy, Drama, Romance",True
Higher Learning,1995-01-11,7.817811,6.4,127.0,"Romance, Drama, Crime",False
I Like It Like That,1994-10-14,0.289295,6.3,104.0,"Comedy, Drama, Romance",False
I Love Trouble,1994-06-29,3.570874,5.3,123.0,"Action, Comedy, Romance",False
It Could Happen to You,1994-07-29,11.272073,6.1,101.0,"Comedy, Drama, Romance",False
The Jungle Book,1994-12-23,10.714235,5.9,111.0,"Adventure, Drama, Family",False
"The Wonderful, Horrible Life of Leni Riefenstahl",1993-09-11,0.568884,7.3,180.0,"Documentary, Foreign",False
The Lion King,1994-06-23,21.605761,8.0,89.0,"Family, Animation, Drama",False
Little Buddha,1993-12-01,5.681522,6.0,140.0,"Drama, History",False
New Nightmare,1994-10-13,9.860522,6.4,112.0,"Horror, Thriller, Mystery, Fantasy",False
The Mask,1994-07-29,14.13488,6.6,101.0,"Romance, Comedy, Crime, Fantasy",False
Maverick,1994-05-20,15.050326,6.6,127.0,"Action, Adventure, Comedy, Drama, Western",False
Mrs. Parker and the Vicious Circle,1994-09-07,4.739054,6.3,125.0,Drama,False
The Naked Gun 33⅓: The Final Insult,1994-03-18,10.587232,6.4,83.0,"Comedy, Crime",False
The Paper,1994-03-18,4.006063,6.1,112.0,"Comedy, Drama",False
Reality Bites,1994-02-18,6.514592,6.5,99.0,Drama,False
Red Rock West,1993-07-08,5.137903,6.4,98.0,"Crime, Drama, Thriller",False
Ri¢hie Ri¢h,1994-12-19,6.595255,5.4,95.0,"Comedy, Family",False
Safe Passage,1994-12-01,4.931565,4.9,98.0,Drama,False
The River Wild,1994-09-30,10.511241,6.1,111.0,"Action, Adventure, Crime, Thriller",True
Speed,1994-06-09,10.859292,6.8,116.0,"Action, Adventure, Crime",False
Speechless,1994-12-16,2.334226,5.5,99.0,"Comedy, Romance",False
Timecop,1994-09-15,8.907074,5.5,99.0,"Thriller, Science Fiction, Action, Crime",False
True Lies,1994-07-14,11.396099,6.8,141.0,"Action, Thriller",False
When a Man Loves a Woman,1994-04-29,4.322544,6.0,126.0,"Drama, Romance",False
Wolf,1994-06-17,14.063845,6.0,125.0,Fantasy,False
Wyatt Earp,1994-06-24,9.277147,6.5,191.0,"Drama, Action, Western",True
Bad Company,1995-01-20,0.912415,4.9,108.0,"Action, Crime, Romance, Thriller",False
A Man of No Importance,1994-12-22,0.406113,6.5,99.0,"Comedy, Drama",False
S.F.W.,1994-09-15,2.504529,6.1,96.0,"Comedy, Drama",False
A Low Down Dirty Shame,1994-11-23,3.021526,6.0,100.0,"Action, Comedy, Crime",False
"Boys Life: Three Stories of Love, Lust, and Liberation",1994-09-30,0.054148,2.0,91.0,Drama,False
Colonel Chabert,1994-01-01,0.934312,5.9,110.0,Drama,False
"Faster, Pussycat! Kill! Kill!",1965-08-06,4.220541,6.5,83.0,"Action, Crime",False
Jason's Lyric,1994-09-28,0.912909,5.9,119.0,"Crime, Drama, Romance",False
The Secret Adventures of Tom Thumb,1993-12-10,0.381704,7.1,61.0,"Animation, Science Fiction",False
Street Fighter,1994-12-22,13.58449,4.1,102.0,"Action, Adventure, Thriller",False
Coldblooded,1995-09-15,2.342756,6.7,92.0,"Action, Comedy",False
Desert Winds,1997-12-31,0.251223,0.0,97.0,,False
Fall Time,1995-05-13,1.108494,6.3,88.0,"Action, Adventure, Crime, Drama, Thriller",False
The Fear,1995-01-20,0.268043,3.4,98.0,"Horror, Thriller",False
Frank and Ollie,1995-10-20,0.142357,7.5,89.0,Documentary,False
Girl in the Cadillac,1995-10-24,0.405392,10.0,89.0,"Romance, Adventure, Crime, Drama",False
Homage,1995-05-03,0.014925,0.0,97.0,"Thriller, Drama",False
Mirage,1995-11-21,0.302957,4.0,92.0,"Action, Thriller",True
Open Season,1996-05-03,0.012456,0.0,97.0,Comedy,True
Dos Crímenes,1995-05-26,0.233376,5.0,0.0,,False
Brother Minister: The Assassination of Malcolm X,1995-03-01,0.0368,4.0,115.0,Documentary,False
Highlander: The Final Dimension,1994-11-29,6.866634,4.5,99.0,"Action, Fantasy, Science Fiction",False
Federal Hill,1995-02-24,0.100685,5.0,97.0,,False
In the Mouth of Madness,1994-12-12,8.497643,7.1,95.0,"Horror, Mystery, Thriller",False
8 Seconds,1994-02-25,1.888534,7.2,105.0,"Drama, Romance",False
Above the Rim,1994-03-23,4.38154,6.7,96.0,"Crime, Drama",False
Addams Family Values,1993-11-19,17.555909,6.5,94.0,"Comedy, Family, Fantasy",False
Martin Lawrence: You So Crazy,1994-04-27,0.394194,4.5,84.0,Comedy,False
The Age of Innocence,1993-09-17,8.013617,7.0,139.0,"Drama, Romance",False
Airheads,1994-08-05,7.09232,5.8,92.0,"Comedy, Crime, Music",False
The Air Up There,1994-01-07,1.896273,5.1,107.0,"Comedy, Family",False
Another Stakeout,1993-07-22,12.967239,4.9,105.0,"Action, Comedy",False
Bad Girls,1994-04-22,14.644772,4.6,99.0,"Action, Adventure, Comedy, Drama, Western",False
Barcelona,1994-07-29,1.632711,6.6,100.0,"Comedy, Drama, Romance",False
Being Human,1994-05-06,2.783872,5.0,122.0,"Drama, Comedy, Fantasy",False
The Beverly Hillbillies,1993-10-15,5.673735,5.0,93.0,Comedy,False
Beverly Hills Cop III,1994-05-24,11.787784,5.5,104.0,"Action, Comedy, Crime",False
Black Beauty,1994-07-29,8.398845,6.6,88.0,"Action, Adventure, Drama, Family",False
Blink,1994-01-26,3.00282,6.3,106.0,"Mystery, Crime, Drama, Thriller",False
Blown Away,1994-07-01,13.155071,6.0,121.0,"Drama, Action, Thriller",False
Blue Chips,1994-02-18,6.131056,5.7,108.0,Drama,False
Blue Sky,1994-09-16,4.993829,6.1,101.0,"Drama, Romance",False
Body Snatchers,1993-06-09,6.559693,5.8,87.0,"Horror, Science Fiction, Thriller",False
Boxing Helena,1993-06-18,4.304224,4.5,107.0,"Drama, Romance",False
A Bronx Tale,1993-09-14,6.115628,7.4,121.0,"Drama, Crime",False
Cabin Boy,1994-01-07,1.679042,4.9,80.0,Comedy,False
Calendar Girl,1993-09-03,1.316741,3.7,90.0,"Drama, Comedy",False
Carlito's Way,1993-11-10,8.698509,7.7,144.0,"Action, Crime, Drama, Thriller",False
City Slickers II: The Legend of Curly's Gold,1994-06-10,8.605703,4.9,116.0,"Action, Comedy, Drama, Western",False
Clean Slate,1994-05-06,2.724621,5.7,107.0,"Comedy, Thriller, Mystery",False
Cliffhanger,1993-05-28,9.830853,6.1,112.0,"Action, Adventure, Thriller",True
Coneheads,1993-07-23,10.722729,4.8,88.0,"Comedy, Science Fiction, Family",False
Color of Night,1994-08-19,14.228963,5.4,121.0,"Drama, Mystery, Romance, Thriller",False
Cops & Robbersons,1994-04-15,7.042878,5.0,93.0,"Action, Comedy, Family",False
The Cowboy Way,1994-06-03,4.286279,5.1,102.0,"Western, Action, Comedy",False
Dangerous Game,1993-11-19,2.70097,5.4,108.0,Drama,False
Dave,1993-05-07,13.696394,6.3,110.0,Comedy,False
Dazed and Confused,1993-09-24,6.8652,7.4,102.0,"Comedy, Drama",False
Demolition Man,1993-10-08,11.626116,6.4,115.0,"Crime, Action, Science Fiction",False
The Endless Summer 2,1994-06-03,0.408159,7.1,109.0,Documentary,False
Even Cowgirls Get the Blues,1994-05-13,2.970724,4.2,96.0,"Western, Drama, Comedy, Romance",False
Fatal Instinct,1993-10-29,3.555139,5.4,91.0,Comedy,False
Farewell My Concubine,1993-09-16,4.875827,7.8,171.0,Drama,False
The Favor,1994-04-29,1.344876,3.3,97.0,"Drama, Comedy, Romance",False
Fearless,1993-10-15,9.284624,6.8,122.0,Drama,True
Fear of a Black Hat,1994-10-28,0.985441,5.8,88.0,Comedy,False
With Honors,1994-04-29,2.969003,6.1,103.0,"Comedy, Drama",False
Flesh and Bone,1993-11-05,1.896869,6.2,126.0,"Drama, Mystery, Romance",False
Widows' Peak,1994-05-13,0.409427,4.3,101.0,"Comedy, Thriller, Mystery, Romance, Foreign",False
For Love or Money,1993-10-01,8.468869,5.7,94.0,"Comedy, Romance",True
The Firm,1993-06-30,9.678367,6.6,154.0,"Drama, Mystery, Thriller",False
Free Willy,1993-07-16,5.990572,6.0,112.0,"Family, Adventure",True
Fresh,1994-08-24,3.970215,7.6,114.0,"Crime, Drama, Thriller",False
The Fugitive,1993-08-06,10.08937,7.2,130.0,"Adventure, Action, Thriller, Crime, Mystery",False
Geronimo: An American Legend,1993-12-10,4.653462,5.9,115.0,"History, Action, Drama, Western",False
The Getaway,1994-02-11,14.214403,5.4,115.0,"Drama, Action, Thriller",False
Getting Even with Dad,1994-06-17,2.410545,4.5,109.0,"Family, Comedy, Crime",False
Go Fish,1994-06-10,0.775898,3.9,83.0,"Drama, Romance",False
A Good Man in Africa,1994-07-14,5.22583,5.2,94.0,"Comedy, Drama",False
Guilty as Sin,1993-06-04,5.385108,5.6,107.0,"Drama, Thriller",False
Hard Target,1993-08-20,7.834351,6.1,97.0,"Action, Adventure, Crime, Thriller",False
Heaven & Earth,1993-12-24,4.190541,6.4,140.0,"History, War, Action, Drama",False
Hot Shots! Part Deux,1993-05-21,13.482371,6.2,86.0,"Action, Comedy, War",False
Live Nude Girls,1995-12-08,2.138959,4.7,95.0,Comedy,False
The Englishman Who Went Up a Hill But Came Down a Mountain,1995-05-12,5.331753,6.1,99.0,"Drama, Comedy, Romance",False
The House of the Spirits,1993-10-19,10.687795,6.7,140.0,"Romance, Drama",False
House Party 3,1994-01-01,0.996047,4.6,100.0,Comedy,True
The Hudsucker Proxy,1994-03-11,7.550545,7.1,111.0,"Comedy, Drama",False
I'll Do Anything,1994-02-04,1.742974,5.7,115.0,"Comedy, Drama",False
In the Army Now,1994-08-12,6.071466,4.7,91.0,Comedy,False
In the Line of Fire,1993-07-08,12.637158,6.8,128.0,"Action, Drama, Thriller, Crime, Mystery",True
In the Name of the Father,1993-12-12,7.405895,7.6,133.0,Drama,False
The Inkwell,1994-04-22,0.613335,3.9,110.0,"Comedy, Drama, Romance",False
What's Love Got to Do with It,1993-06-09,14.820883,6.9,118.0,"Drama, Music",False
Jimmy Hollywood,1994-03-30,4.563989,4.6,112.0,Comedy,False
Judgment Night,1993-10-15,5.538671,6.4,110.0,"Action, Thriller, Crime",False
Jurassic Park,1993-06-11,8.863776,7.6,127.0,"Adventure, Science Fiction",False
Kalifornia,1993-09-01,8.4337,6.5,117.0,"Thriller, Crime",False
Killing Zoe,1993-10-01,4.948569,6.1,96.0,"Action, Crime, Drama, Thriller",False
King of the Hill,1993-08-20,4.375347,6.4,103.0,Drama,False
Lassie,1994-07-22,3.645342,6.1,94.0,"Action, Adventure, Drama, Family",False
Last Action Hero,1993-06-18,9.434006,6.1,130.0,"Adventure, Fantasy, Action, Comedy, Family",False
Life With Mikey,1993-06-04,6.446229,5.1,91.0,"Comedy, Family",False
Lightning Jack,1994-03-11,2.913584,5.7,98.0,"Action, Comedy, Western",False
M. Butterfly,1993-09-09,6.516976,6.6,101.0,"Drama, Romance",False
Made in America,1993-05-27,5.43085,5.3,111.0,Comedy,False
Malice,1993-09-29,9.861672,5.9,107.0,"Drama, Crime",False
The Man without a Face,1993-08-25,5.997712,6.2,114.0,Drama,False
Manhattan Murder Mystery,1993-08-18,8.939404,7.1,104.0,"Comedy, Mystery",False
Menace II Society,1993-05-26,5.260924,7.2,97.0,"Drama, Action, Crime",False
Executive Decision,1996-03-15,13.106291,5.8,133.0,"Action, Adventure, Drama, Thriller",True
In the Realm of the Senses,1976-05-15,8.932494,6.5,105.0,"Drama, Romance",False
What Happened Was...,1994-09-09,0.534606,7.0,91.0,"Thriller, Comedy, Drama, Romance",False
Much Ado About Nothing,1993-05-07,8.62724,7.2,111.0,"Drama, Comedy, Romance",True
Mr. Jones,1993-10-08,6.579753,5.9,114.0,"Drama, Romance",False
Mr. Wonderful,1993-10-15,13.011091,5.5,98.0,"Comedy, Romance",False
Mrs. Doubtfire,1993-11-24,11.16553,7.0,125.0,"Comedy, Drama, Family",False
Naked,1993-09-14,8.665198,7.5,131.0,"Comedy, Drama",True
The Next Karate Kid,1994-07-18,9.9697,4.8,107.0,Adventure,True
The New Age,1994-09-16,0.596207,4.8,112.0,"Comedy, Drama",False
No Escape,1994-04-29,9.715187,6.1,118.0,"Action, Drama, Science Fiction, Thriller",True
North,1994-07-22,15.534707,4.8,87.0,"Comedy, Drama, Family, Fantasy, Science Fiction",False
Orlando,1992-09-01,3.800785,6.7,93.0,"Romance, Drama, Fantasy",False
A Perfect World,1993-11-24,8.040589,7.2,138.0,"Crime, Drama, Thriller",False
Philadelphia,1993-12-22,13.373006,7.6,125.0,Drama,True
The Piano,1993-05-19,7.436758,7.1,121.0,"Drama, Romance",True
Poetic Justice,1993-07-23,6.972599,6.9,109.0,"Drama, Romance",False
The Program,1993-09-24,3.199976,6.0,112.0,Drama,False
The Puppet Masters,1994-10-21,7.272296,5.6,109.0,"Horror, Science Fiction, Thriller",False
Radioland Murders,1994-10-21,8.506727,5.8,108.0,"Comedy, Crime, Drama, Music, Mystery, Romance",False
The Ref,1994-03-09,5.868677,6.7,97.0,Comedy,False
The Remains of the Day,1993-11-05,12.222576,7.5,134.0,"Drama, Romance",False
Renaissance Man,1994-06-03,4.985157,5.9,128.0,"Comedy, War",False
Rising Sun,1993-07-30,6.279082,5.8,125.0,"Action, Drama, Thriller",False
The Road to Wellville,1994-10-28,3.416181,5.5,118.0,"Comedy, Romance",False
RoboCop 3,1993-04-17,8.685798,4.2,104.0,"Action, Adventure, Crime, Science Fiction, Thriller",False
Robin Hood: Men in Tights,1993-07-28,17.136672,6.4,104.0,Comedy,False
Romeo Is Bleeding,1993-09-13,9.796318,5.7,100.0,"Action, Crime, Drama, Thriller",False
Romper Stomper,1992-03-05,5.157926,6.6,94.0,"Action, Drama, Thriller",False
Ruby in Paradise,1993-10-08,0.941994,5.6,114.0,"Drama, Romance",False
Rudy,1993-09-17,5.914833,7.2,114.0,Drama,False
The Saint of Fort Washington,1993-11-03,1.065843,4.0,99.0,Drama,False
Savage Nights,1992-08-19,1.031556,6.2,126.0,Drama,False
Schindler's List,1993-11-29,41.725123,8.3,195.0,"Drama, History, War",True
The Scout,1994-09-30,5.715608,5.3,101.0,"Comedy, Drama",False
Searching for Bobby Fischer,1993-08-13,12.048587,7.3,110.0,Drama,True
Second Best,1994-09-30,0.882596,5.9,105.0,Drama,False
The Secret Garden,1993-08-13,6.499523,7.1,102.0,"Drama, Family, Fantasy",False
Serial Mom,1994-04-13,5.305311,6.4,95.0,"Comedy, Crime, Horror, Thriller",False
The Shadow,1994-07-01,7.881107,5.4,108.0,"Adventure, Fantasy, Action, Thriller, Science Fiction",False
Shadowlands,1993-12-25,2.96586,6.8,131.0,"Drama, Romance",False
Short Cuts,1993-09-05,8.829337,6.9,187.0,"Comedy, Drama",False
A Simple Twist of Fate,1994-09-02,4.13516,5.7,106.0,"Drama, Family",False
Sirens,1993-10-01,2.86213,5.2,98.0,"Comedy, Drama",False
Six Degrees of Separation,1993-12-08,8.730025,6.5,112.0,"Mystery, Drama, Comedy",False
Sleepless in Seattle,1993-06-24,10.234919,6.5,105.0,"Comedy, Drama, Romance",False
Sliver,1993-05-21,11.23297,4.9,108.0,"Drama, Thriller",True
Blade Runner,1982-06-25,96.272374,7.9,117.0,"Science Fiction, Drama, Thriller",False
Son in Law,1993-07-02,9.122718,5.6,95.0,"Comedy, Drama, Romance",False
So I Married an Axe Murderer,1993-07-30,8.051914,6.1,93.0,"Comedy, Crime, Romance",False
Striking Distance,1993-09-17,13.390917,5.4,102.0,"Crime, Action, Mystery, Thriller",False
Harem,1985-11-20,1.825468,4.0,113.0,"History, Drama, Romance",False
Super Mario Bros.,1993-05-28,7.198455,4.0,104.0,"Adventure, Comedy, Family, Fantasy",False
Surviving the Game,1994-04-15,3.644641,6.1,96.0,"Action, Adventure, Thriller, Crime",False
Terminal Velocity,1994-09-23,8.012225,5.0,102.0,"Action, Thriller",False
Thirty Two Short Films About Glenn Gould,1993-11-26,0.873068,7.4,93.0,"Drama, Music",False
Threesome,1994-04-08,10.82236,6.3,93.0,"Comedy, Drama, Family, Romance",False
The Nightmare Before Christmas,1993-10-09,17.730913,7.6,76.0,"Fantasy, Animation, Family",False
The Three Musketeers,1993-11-11,6.34785,6.2,105.0,"Action, Adventure, Comedy",False
Tombstone,1993-12-25,11.338194,7.4,130.0,"Action, Adventure, Drama, History, Western",False
Trial by Jury,1994-09-09,0.85586,5.5,107.0,"Drama, Action, Thriller",False
True Romance,1993-09-09,17.189328,7.5,120.0,"Action, Thriller, Crime, Romance",False
The War Room,1993-12-05,1.273617,7.3,96.0,"Documentary, History",False
The Pagemaster,1994-11-23,7.436001,6.2,80.0,"Fantasy, Science Fiction, Family, Animation",False
"Paris, France",1994-02-04,0.741522,6.0,112.0,"Drama, Comedy",False
"The Beans of Egypt, Maine",1994-01-01,0.38247,0.0,0.0,,False
Killer,1994-09-14,0.422224,3.0,97.0,"Thriller, Drama, Romance",False
Welcome to the Dollhouse,1995-05-24,5.14056,6.9,88.0,"Comedy, Drama",False
Germinal,1993-09-29,2.759302,6.3,160.0,"Drama, Romance",False
Chasers,1994-04-22,9.85327,4.7,102.0,"Comedy, Romance",False
Cronos,1993-09-12,5.513024,6.4,94.0,"Drama, Horror, Thriller",False
Naked in New York,1993-11-10,0.449733,4.0,95.0,"Comedy, Romance",False
Kika,1993-10-28,3.647321,6.8,117.0,"Comedy, Drama",False
Bhaji on the Beach,1994-01-21,0.441585,5.1,100.0,"Comedy, Drama",False
Little Big League,1994-06-29,1.960563,6.0,119.0,"Comedy, Family",False
The Slingshot,1993-09-24,1.764582,6.2,102.0,Drama,False
Wide Eyed and Legless,1993-09-05,0.00015,0.0,102.0,"TV Movie, Drama, Romance, Comedy",False
Foreign Student,1994-07-29,0.002789,0.0,90.0,"Drama, Romance",False
"Ciao, Professore!",1992-10-01,3.456868,7.2,100.0,"Comedy, Foreign",False
Spanking the Monkey,1994-01-15,2.799575,5.3,106.0,"Comedy, Drama",False
The Little Rascals,1994-08-05,6.707109,6.3,82.0,"Romance, Comedy, Family",False
À la mode,1993-09-10,8.2e-05,0.0,82.0,Comedy,False
Andre,1994-08-17,3.139316,5.0,94.0,"Drama, Family, Adventure",False
The Escort,1993-01-01,0.046196,5.0,92.0,"Thriller, Crime, Drama",False
Princess Caraboo,1994-09-16,1.943323,4.4,97.0,"Comedy, Drama, History, Mystery",False
The Celluloid Closet,1996-01-30,6.784687,7.0,102.0,"History, Documentary",False
Café au Lait,1993-01-01,1.040873,6.8,94.0,"Drama, Comedy, Romance, Foreign",False
Dear Diary,1993-10-12,2.904734,6.9,100.0,"Comedy, Drama",False
I Don't Want to Talk About It,1993-05-20,1.213481,6.0,106.0,"Romance, Drama",False
The Brady Bunch Movie,1995-02-16,4.233092,5.9,84.0,Comedy,False
Home Alone,1990-11-09,0.702543,7.1,103.0,"Comedy, Family",False
Ghost,1990-07-12,11.945397,6.9,127.0,"Fantasy, Drama, Thriller, Mystery, Romance",False
Aladdin,1992-11-25,16.357419,7.4,90.0,"Animation, Family, Comedy, Adventure, Fantasy, Romance",False
Terminator 2: Judgment Day,1991-07-01,22.661695,7.7,137.0,"Action, Thriller, Science Fiction",False
Dances with Wolves,1990-11-09,11.654349,7.6,181.0,"Adventure, Drama, Western",True
Tough and Deadly,1995-02-14,0.426887,6.3,92.0,"Thriller, Action, Drama",False
Batman,1989-06-23,19.10673,7.0,126.0,"Fantasy, Action",False
The Silence of the Lambs,1991-02-01,4.307222,8.1,119.0,"Crime, Drama, Thriller",False
Snow White and the Seven Dwarfs,1937-12-20,16.263878,6.9,83.0,"Fantasy, Animation, Family",False
Beauty and the Beast,1991-11-13,23.433511,7.5,84.0,"Romance, Family, Animation, Fantasy, Music",False
Pinocchio,1940-02-23,14.202284,6.9,88.0,"Animation, Family",False
Pretty Woman,1990-03-23,13.348451,7.0,119.0,"Romance, Comedy",False
Window to Paris,1993-12-01,0.345748,6.0,87.0,"Comedy, Drama, Fantasy",False
The Wild Bunch,1969-06-17,11.722424,7.7,145.0,"Adventure, Western",False
Love and a .45,1994-11-23,3.40523,5.5,101.0,"Crime, Thriller",False
The Wooden Man's Bride,1994-02-05,0.088451,6.5,113.0,"Drama, Foreign, Romance",False
A Great Day in Harlem,1994-09-27,0.076352,7.0,60.0,,False
Bye Bye Love,1995-03-16,2.47308,6.1,106.0,"Comedy, Romance",False
One Fine Day,1996-12-20,7.009946,6.1,108.0,"Comedy, Romance",False
Candyman: Farewell to the Flesh,1995-03-17,4.983552,5.0,93.0,Horror,False
Century,1993-12-31,1.461029,5.0,112.0,"Romance, Drama",False
Fargo,1996-04-05,12.61469,7.7,98.0,"Crime, Drama, Thriller",False
Homeward Bound II: Lost in San Francisco,1996-03-08,14.657754,6.0,89.0,"Adventure, Comedy, Drama, Family",False
Heavy Metal,1981-08-07,7.640073,6.3,90.0,"Animation, Science Fiction",False
Hellraiser: Bloodline,1996-03-08,5.263187,4.9,86.0,"Horror, Thriller, Science Fiction",False
The Pallbearer,1996-05-03,8.174116,4.6,97.0,"Comedy, Romance",False
Jane Eyre,1996-02-09,2.420301,7.1,112.0,"Drama, Romance",False
Loaded,1996-04-12,0.618066,4.0,91.0,"Drama, Mystery, Thriller",False
Bread and Chocolate,1974-05-05,1.306628,7.1,100.0,"Comedy, Foreign",False
The Aristocats,1970-12-23,9.834047,7.1,78.0,"Animation, Comedy, Family, Adventure",False
The Flower of My Secret,1995-09-22,2.286788,6.9,107.0,"Drama, Romance",False
Two Much,1996-02-14,1.620174,5.1,118.0,"Comedy, Romance",False
